@relation BikeSharingGruppeF

@attribute 0day numeric
@attribute 1month numeric
@attribute 2year numeric
@attribute 3season numeric
@attribute 4holiday numeric
@attribute 5weekday numeric
@attribute 6workingDay numeric
@attribute 7weatherSit numeric
@attribute 8temp numeric
@attribute 9atemp numeric
@attribute 10hum numeric
@attribute 11windSpeed numeric
@attribute 12casual numeric

@data
23,1,2012,1,0,1,1,2,8.95,12.15,91.13,7.42,145
24,1,2012,1,0,2,1,1,14.04,17.46,83.58,8.29,439
25,1,2012,1,0,3,1,1,12.06,14.74,64.38,10.79,467
26,1,2012,1,0,4,1,2,14.01,17.8,76.96,4.92,244
27,1,2012,1,0,5,1,2,17.43,20.77,74.13,22.96,269
28,1,2012,1,0,6,0,1,12.95,16.32,54.33,14.13,775
29,1,2012,1,0,0,0,1,11.58,13.64,31.13,16.08,558
30,1,2012,1,0,1,1,1,11.04,13.13,40.08,14.46,126
31,1,2012,1,0,2,1,1,15.99,19.07,41.67,17.54,324
1,2,2012,1,0,3,1,1,19.24,23.33,50.79,12.67,304
2,2,2012,1,0,4,1,2,16.37,19.95,67.29,12.54,190
3,2,2012,1,0,5,1,1,12.85,15.47,52.67,11.96,310
4,2,2012,1,0,6,0,2,10.83,13.64,77.96,8.17,384
5,2,2012,1,0,0,0,2,10.9,13.23,68.79,11.79,318
6,2,2012,1,0,1,1,1,11.59,14.82,62.22,10.3,206
7,2,2012,1,0,2,1,1,14.52,18.06,49.63,9.87,199
8,2,2012,1,0,3,1,2,10.52,13.32,72.29,8.96,109
9,2,2012,1,0,4,1,1,10.87,13.1,56.21,13.0,163
10,2,2012,1,0,5,1,2,11.51,14.68,54.0,7.83,227
11,2,2012,1,0,6,0,3,9.19,10.54,73.13,19.42,192
12,2,2012,1,0,0,0,1,5.23,5.08,46.46,27.42,73
13,2,2012,1,0,1,1,1,9.12,11.4,41.13,11.21,94
14,2,2012,1,0,2,1,2,13.09,16.7,50.88,9.46,135
15,2,2012,1,0,3,1,1,14.28,17.58,53.13,12.17,141
16,2,2012,1,0,4,1,2,12.98,16.51,75.29,6.13,74
17,2,2012,1,0,5,1,1,14.08,17.58,63.46,13.79,349
18,2,2012,1,0,6,0,1,14.21,17.77,53.46,12.79,1435
19,2,2012,1,0,0,0,2,11.48,13.29,51.58,16.96,618
20,2,2012,1,1,1,0,1,11.48,13.67,50.78,15.35,502
21,2,2012,1,0,2,1,1,11.8,14.76,59.43,13.78,163
22,2,2012,1,0,3,1,1,16.23,19.63,56.79,15.71,394
23,2,2012,1,0,4,1,1,18.62,22.22,55.46,12.79,516
24,2,2012,1,0,5,1,2,16.71,20.55,73.75,15.92,246
25,2,2012,1,0,6,0,1,11.92,12.78,39.58,28.25,317
26,2,2012,1,0,0,0,1,11.45,13.42,41.0,13.75,515
27,2,2012,1,0,1,1,1,15.03,17.9,49.08,17.96,253
28,2,2012,1,0,2,1,1,14.73,17.68,39.58,12.96,229
29,2,2012,1,0,3,1,2,14.12,17.42,80.48,12.0,65
1,3,2012,1,0,4,1,1,19.92,23.77,61.54,15.21,325
2,3,2012,1,0,5,1,2,14.49,17.99,65.71,9.71,246
3,3,2012,1,0,6,0,2,16.98,20.67,62.13,10.79,956
4,3,2012,1,0,0,0,1,13.36,15.15,40.33,22.42,710
5,3,2012,1,0,1,1,1,9.98,12.06,50.63,15.33,203
6,3,2012,1,0,2,1,1,10.59,12.75,45.67,13.46,221
7,3,2012,1,0,3,1,1,16.57,19.26,51.33,23.17,432
8,3,2012,1,0,4,1,1,21.63,26.23,56.75,29.58,486
9,3,2012,1,0,5,1,2,16.84,19.85,40.71,27.79,447
10,3,2012,1,0,6,0,1,11.79,13.89,35.04,15.13,968
11,3,2012,1,0,0,0,1,14.83,17.98,47.7,14.91,1658
12,3,2012,1,0,1,1,1,19.13,22.98,48.92,13.92,838
13,3,2012,1,0,2,1,1,23.17,27.15,61.75,15.88,762
14,3,2012,1,0,3,1,1,23.47,27.43,50.71,7.71,997
15,3,2012,1,0,4,1,1,22.86,26.64,57.96,10.04,1005
16,3,2012,1,0,5,1,2,17.87,21.81,84.21,7.58,548
17,3,2012,1,0,6,0,2,21.08,25.25,75.58,7.42,3155
18,3,2012,1,0,0,0,2,19.37,23.2,81.0,8.5,2207
19,3,2012,1,0,1,1,1,22.35,26.64,72.88,10.88,982
20,3,2012,1,0,2,1,1,22.99,26.93,80.79,8.13,1051
21,3,2012,2,0,3,1,2,21.8,25.66,82.13,6.0,1122
22,3,2012,2,0,4,1,1,22.72,26.58,83.13,7.88,1334
23,3,2012,2,0,5,1,2,24.67,28.5,69.42,7.79,2469
24,3,2012,2,0,6,0,2,20.6,24.34,88.54,12.92,1033
25,3,2012,2,0,0,0,2,17.94,21.87,88.08,14.79,1532
26,3,2012,2,0,1,1,1,18.28,21.94,47.79,25.92,795
27,3,2012,2,0,2,1,1,13.26,15.78,29.0,12.54,531
28,3,2012,2,0,3,1,1,19.85,23.55,48.13,19.54,674
29,3,2012,2,0,4,1,1,20.26,24.12,43.92,21.42,834
30,3,2012,2,0,5,1,2,15.17,18.78,58.08,9.25,796
31,3,2012,2,0,6,0,2,17.39,21.09,73.83,16.79,2301
1,4,2012,2,0,0,0,2,17.46,20.86,67.63,11.54,2347
2,4,2012,2,0,1,1,1,17.79,21.38,50.43,20.91,1208
3,4,2012,2,0,2,1,1,19.13,23.07,39.67,6.71,1348
4,4,2012,2,0,3,1,1,22.21,26.67,46.96,12.13,1058
5,4,2012,2,0,4,1,1,17.84,21.56,37.42,14.71,1192
6,4,2012,2,0,5,1,1,16.54,19.54,37.71,20.13,1807
7,4,2012,2,0,6,0,1,17.94,21.31,25.42,18.42,3252
8,4,2012,2,0,0,0,1,20.5,24.62,27.58,15.58,2230
9,4,2012,2,0,1,1,1,20.06,23.83,31.75,24.0,905
10,4,2012,2,0,2,1,1,18.31,21.81,43.5,16.71,819
11,4,2012,2,0,3,1,1,14.3,16.86,46.96,19.78,482
12,4,2012,2,0,4,1,1,16.3,19.38,46.63,19.46,663
13,4,2012,2,0,5,1,1,18.14,21.59,40.83,10.42,1252
14,4,2012,2,0,6,0,1,20.29,24.4,50.29,12.79,2795
15,4,2012,2,0,0,0,1,24.87,28.69,50.79,15.08,2846
16,4,2012,2,1,1,0,1,27.23,30.75,56.17,19.08,1198
17,4,2012,2,0,2,1,1,24.94,29.92,39.04,18.33,989
18,4,2012,2,0,3,1,2,19.0,22.85,56.92,11.25,347
19,4,2012,2,0,4,1,1,20.43,24.65,61.25,4.42,846
20,4,2012,2,0,5,1,1,21.59,25.79,69.46,10.04,1340
21,4,2012,2,0,6,0,1,23.37,27.15,68.29,19.0,2541
22,4,2012,2,0,0,0,3,16.26,19.48,83.54,23.08,120
23,4,2012,2,0,1,1,2,13.19,15.06,76.67,20.33,195
24,4,2012,2,0,2,1,1,16.95,20.26,45.42,16.71,518
25,4,2012,2,0,3,1,1,19.54,23.52,42.79,7.96,655
26,4,2012,2,0,4,1,2,20.43,24.18,75.67,11.83,475
27,4,2012,2,0,5,1,1,18.76,22.63,40.08,23.29,1014
28,4,2012,2,0,6,0,2,15.44,18.88,48.96,8.71,1120
29,4,2012,2,0,0,0,1,18.79,22.51,58.71,7.83,2229
30,4,2012,2,0,1,1,2,19.03,22.88,57.0,11.5,665
1,5,2012,2,0,2,1,2,25.15,28.85,65.96,10.46,653
2,5,2012,2,0,3,1,1,23.13,26.89,79.71,9.25,667
3,5,2012,2,0,4,1,2,22.96,26.86,76.83,8.96,764
4,5,2012,2,0,5,1,1,25.73,29.55,73.54,10.92,1069
5,5,2012,2,0,6,0,2,25.49,29.23,75.67,10.25,2496
6,5,2012,2,0,0,0,2,23.06,27.34,74.0,10.04,2135
7,5,2012,2,0,1,1,2,22.04,26.36,66.42,15.46,1008
8,5,2012,2,0,2,1,2,23.85,27.87,68.58,19.83,738
9,5,2012,2,0,3,1,2,23.58,27.65,74.42,14.5,620
10,5,2012,2,0,4,1,1,20.74,24.59,55.21,21.04,1026
11,5,2012,2,0,5,1,1,21.87,26.04,36.04,15.87,1319
12,5,2012,2,0,6,0,1,23.13,27.24,48.04,8.25,2622
13,5,2012,2,0,0,0,1,25.11,29.26,57.63,15.08,2172
14,5,2012,2,0,1,1,2,23.51,27.5,78.96,14.25,342
15,5,2012,2,0,2,1,2,25.08,28.82,79.46,9.88,625
16,5,2012,2,0,3,1,1,26.1,29.8,69.79,8.21,991
17,5,2012,2,0,4,1,1,24.33,28.63,52.0,15.37,1242
18,5,2012,2,0,5,1,1,23.13,27.56,52.33,9.17,1521
19,5,2012,2,0,6,0,1,24.6,28.35,45.63,5.63,3410
20,5,2012,2,0,0,0,1,25.45,29.2,53.04,17.04,2704
21,5,2012,2,0,1,1,2,24.53,28.28,81.13,15.62,630
22,5,2012,2,0,2,1,2,25.22,29.04,76.58,7.92,819
23,5,2012,2,0,3,1,2,25.49,29.23,77.46,6.83,766
24,5,2012,2,0,4,1,1,26.86,30.34,71.67,11.58,1059
25,5,2012,2,0,5,1,1,27.88,31.38,74.71,9.42,1417
26,5,2012,2,0,6,0,1,28.39,32.13,73.25,13.33,2855
27,5,2012,2,0,0,0,1,28.29,32.07,69.71,14.42,3283
28,5,2012,2,1,1,0,1,29.21,33.97,67.63,13.17,2557
29,5,2012,2,0,2,1,1,29.62,33.65,68.46,19.79,880
30,5,2012,2,0,3,1,2,26.92,30.56,67.0,9.0,745
31,5,2012,2,0,4,1,1,27.88,31.57,49.29,13.08,1100
1,6,2012,2,0,5,1,2,26.82,30.4,75.54,15.92,533
2,6,2012,2,0,6,0,1,23.92,28.31,54.92,12.5,2795
3,6,2012,2,0,0,0,1,24.7,28.76,49.33,12.33,2494
4,6,2012,2,0,1,1,1,24.5,28.91,48.71,19.08,1071
5,6,2012,2,0,2,1,2,22.17,26.29,61.33,14.04,968
6,6,2012,2,0,3,1,1,22.72,27.11,61.12,5.17,1027
7,6,2012,2,0,4,1,1,24.7,28.47,56.71,10.54,1038
8,6,2012,2,0,5,1,1,26.62,29.89,46.79,11.75,1488
9,6,2012,2,0,6,0,1,29.14,32.42,43.71,9.67,2708
10,6,2012,2,0,0,0,1,29.79,33.18,53.83,8.96,2224
11,6,2012,2,0,1,1,2,29.55,32.99,58.79,13.92,1017
12,6,2012,2,0,2,1,2,26.79,29.89,83.33,14.37,477
13,6,2012,2,0,3,1,1,26.89,30.56,58.21,23.0,1173
14,6,2012,2,0,4,1,1,26.58,31.22,56.96,17.0,1180
15,6,2012,2,0,5,1,1,26.21,29.99,58.96,11.83,1563
16,6,2012,2,0,6,0,1,25.9,29.74,50.42,11.17,2963
17,6,2012,2,0,0,0,1,24.29,28.6,59.88,9.71,2634
18,6,2012,2,0,1,1,2,23.3,27.24,77.79,11.71,653
19,6,2012,2,0,2,1,1,28.22,32.73,69.0,9.92,968
20,6,2012,2,0,3,1,1,32.08,36.05,59.21,7.63,872
21,6,2012,3,0,4,1,1,33.04,37.63,56.79,7.96,778
22,6,2012,3,0,5,1,1,31.88,36.21,57.38,12.25,964
23,6,2012,3,0,6,0,1,30.0,32.64,53.46,12.04,2657
24,6,2012,3,0,0,0,1,30.48,33.71,47.92,9.75,2551
25,6,2012,3,0,1,1,1,29.35,32.7,50.42,20.13,1139
26,6,2012,3,0,2,1,1,25.86,29.74,37.33,23.29,1077
27,6,2012,3,0,3,1,1,28.6,32.04,36.0,18.21,1077
28,6,2012,3,0,4,1,1,30.72,33.78,42.25,11.5,921
29,6,2012,3,0,5,1,1,34.2,39.33,48.88,11.08,829
30,6,2012,3,0,6,0,1,31.37,34.38,60.12,10.79,1455
1,7,2012,3,0,0,0,1,33.45,37.53,51.88,11.29,1421
2,7,2012,3,0,1,1,1,32.05,35.1,44.71,13.08,904
3,7,2012,3,0,2,1,1,32.01,35.13,49.21,8.46,1052
4,7,2012,3,1,3,0,1,32.36,36.62,53.87,9.04,2562
5,7,2012,3,0,4,1,1,33.93,38.07,45.79,13.0,1405
6,7,2012,3,0,5,1,1,33.96,37.63,45.08,9.79,1366
7,7,2012,3,0,6,0,1,35.33,40.25,49.21,10.96,1448
8,7,2012,3,0,0,0,1,33.72,39.52,57.38,8.42,1203
9,7,2012,3,0,1,1,2,29.14,32.7,68.33,12.13,998
10,7,2012,3,0,2,1,2,29.55,33.24,66.75,10.17,954
11,7,2012,3,0,3,1,1,29.38,32.51,63.33,10.17,975
12,7,2012,3,0,4,1,1,29.35,32.73,52.96,9.83,1032
13,7,2012,3,0,5,1,2,30.0,33.4,48.58,5.42,1511
14,7,2012,3,0,6,0,2,28.84,33.3,69.92,9.63,2355
15,7,2012,3,0,0,0,1,30.58,35.26,71.79,11.17,1920
16,7,2012,3,0,1,1,1,31.3,36.21,64.5,11.0,1088
17,7,2012,3,0,2,1,1,33.55,37.78,50.58,7.67,921
18,7,2012,3,0,3,1,1,32.53,37.28,57.71,9.21,799
19,7,2012,3,0,4,1,1,31.57,35.73,60.04,11.08,888
20,7,2012,3,0,5,1,2,27.3,30.65,84.42,14.0,747
21,7,2012,3,0,6,0,3,24.43,27.5,86.54,14.29,1264
22,7,2012,3,0,0,0,2,27.37,31.16,76.25,6.29,2544
23,7,2012,3,0,1,1,1,30.41,34.5,69.42,9.29,1135
24,7,2012,3,0,2,1,1,30.78,35.32,65.5,14.17,1140
25,7,2012,3,0,3,1,1,29.69,32.7,45.0,11.04,1383
26,7,2012,3,0,4,1,1,31.84,36.96,59.67,19.08,1036
27,7,2012,3,0,5,1,1,32.05,36.71,59.46,10.25,1259
28,7,2012,3,0,6,0,1,30.99,34.88,61.33,10.54,2234
29,7,2012,3,0,0,0,1,29.59,33.4,62.38,11.42,2153
30,7,2012,3,0,1,1,1,29.96,34.25,66.88,10.29,1040
31,7,2012,3,0,2,1,1,29.25,33.14,70.42,11.08,968
1,8,2012,3,0,3,1,1,29.42,33.37,67.75,9.46,1074
2,8,2012,3,0,4,1,1,30.85,35.35,65.96,8.67,983
3,8,2012,3,0,5,1,2,31.4,36.14,64.25,14.46,1328
4,8,2012,3,0,6,0,1,32.53,37.56,61.33,17.25,2345
5,8,2012,3,0,0,0,1,31.54,36.55,65.25,19.46,1707
6,8,2012,3,0,1,1,2,30.85,35.51,65.42,8.67,1233
7,8,2012,3,0,2,1,2,30.17,34.88,70.38,7.83,1278
8,8,2012,3,0,3,1,2,30.75,35.39,67.29,7.42,1263
9,8,2012,3,0,4,1,1,30.99,34.98,62.04,10.46,1196
10,8,2012,3,0,5,1,2,29.35,33.4,71.58,16.0,1065
11,8,2012,3,0,6,0,2,28.39,31.91,73.29,13.83,2247
12,8,2012,3,0,0,0,1,28.73,32.23,53.04,8.21,2182
13,8,2012,3,0,1,1,1,29.55,33.11,54.54,9.13,1207
14,8,2012,3,0,2,1,1,29.79,33.84,68.67,11.33,1128
15,8,2012,3,0,3,1,1,28.97,32.7,61.96,11.37,1198
16,8,2012,3,0,4,1,1,29.49,32.73,51.92,9.5,1338
17,8,2012,3,0,5,1,1,29.66,12.12,57.08,15.5,1483
18,8,2012,3,0,6,0,1,27.81,30.9,60.33,11.92,2827
19,8,2012,3,0,0,0,2,26.07,30.18,71.17,5.79,1208
20,8,2012,3,0,1,1,2,26.07,29.8,73.42,8.71,1026
21,8,2012,3,0,2,1,1,26.62,30.05,67.38,4.88,1081
22,8,2012,3,0,3,1,1,27.37,31.09,67.71,4.71,1094
23,8,2012,3,0,4,1,1,28.53,31.85,63.58,5.67,1363
24,8,2012,3,0,5,1,2,28.8,32.36,61.5,4.83,1325
25,8,2012,3,0,6,0,2,27.13,30.93,71.29,16.38,1829
26,8,2012,3,0,0,0,2,26.79,29.8,84.58,15.33,1483
27,8,2012,3,0,1,1,1,28.84,32.73,73.04,8.63,989
28,8,2012,3,0,2,1,1,29.86,33.3,62.0,12.79,935
29,8,2012,3,0,3,1,1,28.09,31.79,55.21,7.54,1177
30,8,2012,3,0,4,1,1,28.97,32.64,59.04,5.17,1172
31,8,2012,3,0,5,1,1,31.33,34.47,58.75,11.29,1433
1,9,2012,3,0,6,0,2,30.89,35.13,63.83,7.58,2352
2,9,2012,3,0,0,0,2,28.56,32.45,81.5,4.29,2613
3,9,2012,3,1,1,0,1,29.01,33.08,79.08,10.13,1965
4,9,2012,3,0,2,1,1,29.76,34.34,75.5,15.83,867
5,9,2012,3,0,3,1,1,30.2,35.45,74.13,12.58,832
6,9,2012,3,0,4,1,2,28.56,32.77,81.04,9.54,611
7,9,2012,3,0,5,1,1,28.84,32.86,73.63,11.5,1045
8,9,2012,3,0,6,0,2,27.03,30.56,79.92,18.83,1557
9,9,2012,3,0,0,0,1,25.01,28.95,54.75,15.04,2570
10,9,2012,3,0,1,1,1,23.92,28.28,50.38,17.33,1118
11,9,2012,3,0,2,1,1,23.68,27.71,52.0,6.17,1070
12,9,2012,3,0,3,1,1,24.57,28.5,57.71,8.83,1050
13,9,2012,3,0,4,1,1,25.11,28.98,63.71,5.54,1054
14,9,2012,3,0,5,1,1,25.97,29.7,67.25,6.96,1379
15,9,2012,3,0,6,0,1,24.94,29.29,50.17,16.58,3160
16,9,2012,3,0,0,0,1,23.78,28.16,57.0,6.04,2166
17,9,2012,3,0,1,1,2,23.81,27.65,73.46,10.17,1022
18,9,2012,3,0,2,1,2,25.56,28.25,87.25,23.96,371
19,9,2012,3,0,3,1,1,22.65,27.02,53.67,14.42,788
20,9,2012,3,0,4,1,1,22.41,26.61,61.83,7.92,939
21,9,2012,3,0,5,1,1,24.57,28.6,66.88,10.33,1250
22,9,2012,3,0,6,0,1,26.65,30.52,64.67,19.0,2512
23,9,2012,4,0,0,0,1,21.7,25.95,46.71,14.96,2454
24,9,2012,4,0,1,1,1,21.08,25.13,49.29,9.54,1001
25,9,2012,4,0,2,1,1,22.55,27.21,57.0,15.83,845
26,9,2012,4,0,3,1,1,26.04,29.83,63.08,16.37,787
27,9,2012,4,0,4,1,2,26.65,30.4,69.08,9.0,751
28,9,2012,4,0,5,1,2,25.39,29.29,69.0,11.0,1045
29,9,2012,4,0,6,0,1,22.24,26.51,54.29,15.25,2589
30,9,2012,4,0,0,0,1,21.59,25.88,58.33,9.04,2015
1,10,2012,4,0,1,1,2,21.35,25.6,64.92,6.08,763
2,10,2012,4,0,2,1,3,24.22,27.12,87.17,7.0,315
3,10,2012,4,0,3,1,2,26.96,29.96,79.38,4.46,728
4,10,2012,4,0,4,1,2,26.96,30.4,72.29,7.88,891
5,10,2012,4,0,5,1,1,25.22,29.01,62.75,7.13,1516
6,10,2012,4,0,6,0,1,22.72,26.93,66.42,17.96,3031
7,10,2012,4,0,0,0,2,17.05,20.99,70.83,9.46,781
8,10,2012,4,1,1,0,2,15.72,19.38,70.96,12.71,874
9,10,2012,4,0,2,1,2,18.31,21.91,76.17,12.75,601
10,10,2012,4,0,3,1,1,21.08,25.16,63.08,12.58,780
11,10,2012,4,0,4,1,1,17.84,21.56,46.33,12.17,834
12,10,2012,4,0,5,1,1,17.94,21.65,53.92,15.75,1060
13,10,2012,4,0,6,0,1,16.13,19.57,49.46,9.79,2252
14,10,2012,4,0,0,0,1,21.39,25.41,64.04,18.67,2080
15,10,2012,4,0,1,1,2,23.03,26.96,70.75,19.83,760
16,10,2012,4,0,2,1,1,19.2,23.04,55.83,12.21,922
17,10,2012,4,0,3,1,1,18.69,22.51,69.29,6.79,979
18,10,2012,4,0,4,1,2,21.42,25.63,72.83,15.87,1008
19,10,2012,4,0,5,1,2,23.1,26.89,81.5,9.04,753
20,10,2012,4,0,6,0,1,19.85,23.64,57.29,7.87,2806
21,10,2012,4,0,0,0,1,19.03,22.82,51.0,11.13,2132
22,10,2012,4,0,1,1,1,19.99,24.15,56.83,5.46,830
23,10,2012,4,0,2,1,1,22.31,26.52,64.17,6.33,841
24,10,2012,4,0,3,1,1,24.09,27.94,63.63,4.88,795
25,10,2012,4,0,4,1,2,22.55,26.48,80.04,8.33,875
26,10,2012,4,0,5,1,2,22.38,26.14,80.71,8.88,1182
27,10,2012,4,0,6,0,2,21.73,25.76,72.0,15.79,2643
28,10,2012,4,0,0,0,2,19.58,23.39,69.46,26.67,998
29,10,2012,4,0,1,1,3,18.04,21.97,88.0,24.0,2
30,10,2012,4,0,2,1,2,13.05,15.5,82.55,14.27,87
31,10,2012,4,0,3,1,2,14.66,18.06,66.67,11.17,419
1,11,2012,4,0,4,1,2,15.0,18.5,58.17,10.54,466
2,11,2012,4,0,5,1,1,14.56,17.8,52.21,17.83,618
3,11,2012,4,0,6,0,2,14.08,16.19,49.13,18.13,1029
4,11,2012,4,0,0,0,1,13.36,16.48,53.29,12.0,1201
5,11,2012,4,0,1,1,1,13.09,15.4,49.42,15.83,378
6,11,2012,4,0,2,1,1,11.51,14.08,56.71,11.63,466
7,11,2012,4,0,3,1,2,12.13,13.73,54.75,20.38,326
8,11,2012,4,0,4,1,1,14.44,17.09,33.35,23.3,340
9,11,2012,4,0,5,1,1,14.83,17.77,54.08,14.38,709
10,11,2012,4,0,6,0,1,15.96,19.7,64.54,3.88,2090
11,11,2012,4,0,0,0,1,17.25,21.09,65.92,8.54,2290
12,11,2012,4,1,1,0,1,19.88,23.77,74.17,11.63,1097
13,11,2012,4,0,2,1,2,14.08,16.16,66.29,22.92,327
14,11,2012,4,0,3,1,1,11.86,14.08,55.21,13.37,373
15,11,2012,4,0,4,1,2,13.19,16.22,62.04,10.25,320
16,11,2012,4,0,5,1,1,14.15,17.36,52.46,11.46,484
17,11,2012,4,0,6,0,1,13.33,16.32,54.54,12.04,1313
18,11,2012,4,0,0,0,1,14.04,16.89,69.29,15.25,922
19,11,2012,4,0,1,1,2,15.61,18.78,62.33,15.75,449
20,11,2012,4,0,2,1,2,15.34,19.03,68.5,5.54,534
21,11,2012,4,0,3,1,1,14.49,18.24,61.38,6.92,615
22,11,2012,4,1,4,0,1,13.94,17.52,58.04,3.54,955
23,11,2012,4,0,5,1,1,15.1,18.94,56.88,9.92,1603
24,11,2012,4,0,6,0,1,11.41,12.44,40.46,25.25,532
25,11,2012,4,0,0,0,1,10.08,12.88,46.83,10.08,309
26,11,2012,4,0,1,1,1,12.85,16.95,53.54,3.13,337
27,11,2012,4,0,2,1,2,11.96,14.08,78.67,15.92,123
28,11,2012,4,0,3,1,1,12.16,14.49,50.63,14.13,198
29,11,2012,4,0,4,1,1,11.52,14.92,55.57,7.74,243
30,11,2012,4,0,5,1,1,12.23,16.19,64.96,3.92,362
1,12,2012,4,0,6,0,2,12.23,15.85,80.67,4.0,951
2,12,2012,4,0,0,0,2,14.25,17.96,82.33,8.33,892
3,12,2012,4,0,1,1,1,18.55,22.79,76.75,5.54,555
4,12,2012,4,0,2,1,1,19.51,23.45,73.38,11.67,551
5,12,2012,4,0,3,1,1,17.97,21.4,48.5,21.71,331
6,12,2012,4,0,4,1,1,10.49,12.91,50.88,11.71,340
7,12,2012,4,0,5,1,2,13.15,16.1,76.42,8.75,349
8,12,2012,4,0,6,0,2,15.65,19.48,91.13,6.79,1153
9,12,2012,4,0,0,0,2,15.75,19.51,90.54,10.58,441
10,12,2012,4,0,1,1,2,17.87,21.78,92.5,12.75,329
11,12,2012,4,0,2,1,2,14.49,16.92,59.67,19.83,282
12,12,2012,4,0,3,1,2,12.2,14.87,53.83,10.92,310
13,12,2012,4,0,4,1,1,12.13,14.71,48.58,11.67,425
14,12,2012,4,0,5,1,1,11.55,14.71,64.29,8.79,429
15,12,2012,4,0,6,0,1,13.29,16.92,65.04,7.13,767
16,12,2012,4,0,0,0,2,14.86,18.5,83.88,6.75,538
17,12,2012,4,0,1,1,2,16.13,20.08,90.71,6.58,212
18,12,2012,4,0,2,1,1,16.84,20.49,66.63,14.83,433
19,12,2012,4,0,3,1,1,13.63,17.11,62.54,12.33,333
20,12,2012,4,0,4,1,2,13.53,16.76,66.79,8.88,314
21,12,2012,1,0,5,1,2,13.39,15.09,55.67,25.08,221
22,12,2012,1,0,6,0,1,10.9,11.81,44.13,27.29,205
23,12,2012,1,0,0,0,1,10.08,12.97,51.54,8.92,408
24,12,2012,1,0,1,1,2,9.48,12.95,79.13,5.17,174
25,12,2012,1,1,2,0,2,11.94,14.72,73.48,11.3,440
26,12,2012,1,0,3,1,3,9.98,11.02,82.33,21.21,9
27,12,2012,1,0,4,1,2,10.42,11.33,65.29,23.46,247
28,12,2012,1,0,5,1,2,10.39,12.75,59.0,10.42,644
29,12,2012,1,0,6,0,2,10.39,12.12,75.29,8.33,159
30,12,2012,1,0,0,0,1,10.49,11.59,48.33,23.5,364
31,12,2012,1,0,1,1,2,8.85,11.17,57.75,10.37,439
